"Sample.ID" "Description" "Latitude" "Logitude" "Run" "CC_1" "CC_5" "CC_8" "CC_9" "CC_15" "CC_20" "CC_22" "CC_30" "CC_45" "CC_49" "CC_50" "CC_59" "CC_72" "CC_75" "CC_78" "CC_80" "CC_93" "CC_97" "CC_121" "CC_123" "CC_130" "CC_133" "CC_151" "CC_239" "CC_291" "CC_398" "CC_425" "CC_522" "CC_700" "CC_779" "CC_1021" "CC_2198" "CC_2361"
"107" "P00908" "74-Bway/Jackson Hts-Roosevelt Av" "40.746848" "-73.891394" "SRR1749488" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015143603 0.411488251 0.161879896 0 0 0 0 0 0 0 0 0 0 0.205744125 0 0 0.205744125 0 0 0
"108" "P00947" "M Train" "40.704565" "-73.902704" "SRR1749526" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"109" "P00954" "Wall St" "40.707557" "-74.011862" "SRR1749533" 0 0 0 0 0 0 0 0.013933887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.986066113 0 0 0 0 0 0 0
"110" "P00966" "R Train" "40.749374" "-73.900888" "SRR1749545" 0.001661347 0.001993117 0.992165025 0 0.000544969 0 0.000314654 0.000288583 0 0 0.000266711 0.00013481 0.00020456 0 0.000602738 0 0.000471979 0 0 0.000170156 0 0 0 0 0 0 0 0 0 0.000742953 0 0.0004384 0
"111" "P00970" "A Train" "40.685495" "-73.829241" "SRR1749549" 0 0 0 0 0 0 0 0 0.307199067 0 0 0 0 0.12183037 0 0 0 0 0 0 0 0.570970563 0 0 0 0 0 0 0 0 0 0 0
"112" "P00972" "A Train" "40.685495" "-73.829241" "SRR1749551" 0.11028948 0 0 0.154449313 0.038090539 0.047847461 0.01924947 0 0 0 0 0 0.169238654 0 0.219597711 0.016851322 0 0.090273836 0 0 0 0 0.005379641 0.010918499 0 0 0 0 0 0.117814075 0 0 0
"113" "P00975" "A Train" "40.637029" "-73.823233" "SRR1749554" 0.206264706 0 0 0.172609715 0 0.096966461 0.012897855 0 0 0 0 0 0.10896203 0 0.097389866 0.162022212 0 0 0 0 0 0.014033102 0 0 0 0 0 0.000571557 0 0.128282496 0 0 0
"114" "P00977" "A Train" "40.627714" "-73.821259" "SRR1749556" 0 0 0 0 0.158988416 0 0 0 0.756335032 0.039818941 0 0 0 0.001668726 0 0 0 0 0 0 0.043188885 0 0 0 0 0 0 0 0 0 0 0 0
"115" "P00979" "A Train" "40.61905" "-73.818684" "SRR1749558" 0 0 0 0.507094431 0 0.131908632 0 0 0 0 0 0 0 0 0.152410056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.208586882 0 0 0
"116" "P00981" "A Train" "40.615401" "-73.817225" "SRR1749560" 0 0 0 0 0 0 0.133692996 0 0.004865427 0 0 0 0.717585214 0.002104202 0 0 0.025230865 0 0 0 0 0 0 0 0 0.107869746 0.008651551 0 0 0 0 0 0
"117" "P00992" "Beach 25 St" "40.600066" "-73.761353" "SRR1749571" 0 0 0.145089165 0 0 0 0.222706883 0.126886377 0 0 0.212690678 0 0 0.120331004 0 0 0 0 0 0 0 0 0.078521958 0 0 0 0 0 0 0 0 0.093773935 0
"118" "P00993" "Beach 36 St" "40.595398" "-73.768175" "SRR1749572" 0 0 0 0 0 0 0 0 0 0 0 0 0.99695586 0 0 0 0.00304414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"119" "P01007" "A Train" "40.595852" "-73.810701" "SRR1749586" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.034482759 0 0 0 0 0.965517241 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"120" "P01079" "Bergen St" "40.680829" "-73.975098" "SRR1749651" 0.169319826 0 0.080318379 0 0.746382055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00397974 0 0 0 0 0 0 0 0 0 0 0 0
"121" "P01096" "Newkirk Av" "40.639967" "-73.948411" "SRR1749668" 0 0.158349328 0 0 0 0.050863724 0 0.062380038 0.72840691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"122" "P01099" "5 Train" "40.635324" "-73.947859" "SRR1749671" 0 0 0.87009165 0 0 0 0.083665175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.026365331 0.019877843 0 0 0 0 0 0 0 0 0 0
"123" "P01131" "Lorimer St/Metropolitan Av" "40.714063" "-73.950275" "SRR1749703" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"124" "P01132" "Graham Av" "40.714565" "-73.944053" "SRR1749704" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"125" "P01164" "J Train" "40.678245" "-73.902369" "SRR1749736" 0 0 0 0.007899538 0 0 0.00632205 0.977545465 0 0 0.002688646 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005544301 0 0 0 0 0 0 0 0
"126" "P01234" "Fort Hamilton Pkwy" "40.650782" "-73.975776" "SRR1749806" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"127" "P01243" "Bay Pkwy" "40.620769" "-73.975264" "SRR1749815" 0 0 0 0 0 0.407516431 0.131995438 0 0 0 0 0 0 0.000124665 0 0.446993352 0.011219753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002150361 0
"128" "P01244" "Avenue N" "40.61514" "-73.974197" "SRR1749816" 0.994071785 0 0 0 0 0 0 0 0.001244476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004683739
"129" "P01251" "Avenue X" "40.58962" "-73.97425" "SRR1749823" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"130" "P01277" "Clinton-Washington Avs" "40.688089" "-73.966839" "SRR1749837" 0 0 0.002486789 0 0 0 0 0.997513211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"131" "P01329" "Morrison Av-Soundview Av" "40.829521" "-73.874516" "SRR1749886" 0 0.01919909 0 0 0 0 0 0.268787265 0 0 0.06939079 0 0 0 0 0.3967812 0 0 0 0 0 0 0 0 0 0 0.077321166 0 0.168520489 0 0 0 0
"132" "P01335" "Castle Hill Av" "40.834255" "-73.851222" "SRR1749892" 0 0 0 0 0 0 0.22345401 0 0 0 0 0 0 0.26571973 0 0 0 0 0 0.175645245 0 0 0.335181015 0 0 0 0 0 0 0 0 0 0
"133" "P01347" "6 Train" "40.84788" "-73.831387" "SRR1749904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"134" "P01350" "6 Train" "40.852617" "-73.827718" "SRR1749907" 0 0 0 0 0 0.853522539 0.024246341 0 0 0 0 0 0 0 0.11990269 0 0 0 0 0 0 0 0 0 0 0.00232843 0 0 0 0 0 0 0
"135" "P01352" "6 Train" "40.852561" "-73.827991" "SRR1749909" 0 0.013640158 0 0 0 0 0.002954793 0 0.000305118 0.001158674 0.000509958 0 0 0.000193558 0.942531368 0 0.001153495 0.019132481 0 0 0 0 0 0 0 0 0 7.17e-05 0 0.016561099 0.001787625 0 0
"136" "P01356" "6 Train" "40.852543" "-73.827783" "SRR1749913" 0 0.288292471 0 0 0 0 0.000849524 0 0 0 0 0 0.535022378 0 0 0.056234306 0 0.119601321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" "P01360" "Pelham Bay Park" "40.852462" "-73.828121" "SRR1749917" 0.193179742 0 0.116051211 0 0 0 0 0 0.063842002 0 0 0 0 0 0 0 0.135609212 0 0 0 0 0 0.132802313 0.238957432 0 0.119558087 0 0 0 0 0 0 0
"138" "P01362" "R Train " "40.689187" "-73.990301" "SRR1749919" 0 0 0 0 0 0 0 0 0.175526065 0.075482073 0 0 0 0 0 0.564190923 0.124935846 0 0 0 0 0 0 0 0 0 0.059865093 0 0 0 0 0 0
"139" "P01373" "53 St" "40.645069" "-74.014034" "SRR1749930" 0 0 0 0.567746312 0 0 0 0 0 0 0 0 0.432253688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"140" "P01380" "86 St " "40.622687" "-74.028398" "SRR1749937" 0 0 0 0 0.490248651 0 0 0 0 0 0 0 0 0.000533303 0 0 0 0 0 0 0 0 0 0 0 0.509218046 0 0 0 0 0 0 0
"141" "P01386" "N Train " "40.632905" "-74.008356" "SRR1749943" 0 0 0 0 0 0 0 0 0 0 0 0 0.070335355 0.420339602 0 0 0 0 0 0 0 0.032235022 0.012590363 0 0 0 0 0 0 0 0 0.464499659 0
"142" "P01404" "86 St " "40.592721" "-73.97823" "SRR1749961" 0 0.374269006 0 0 0 0 0 0 0 0 0 0 0 0.070175439 0 0 0 0 0 0 0 0 0.111111111 0 0 0 0 0 0.444444444 0 0 0 0
"143" "P01409" "N Train" "40.851872" "-73.904386" "SRR1749966" 0 0 0.956583639 0.008680471 0 0.011188409 0.002816366 0 0 0 0 0.001001121 0.010523669 0.000185222 0.009021102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"144" "P01467" "Avenue M" "40.617618" "-73.959399" "SRR1749976" 0 0 0 0 0 0 0.2 0 0.2 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0
"145" "P01474" "Ocean Pkwy" "40.576312" "-73.968501" "SRR1749981" 0 0 0 0 0 0 0.344299941 0.150056757 0 0 0 0 0 0.012850283 0 0 0.131492135 0 0 0.029538239 0 0 0 0 0 0 0 0.081493783 0 0 0 0.250268862 0
"146" "P01601" "Mosholu Parkway" "40.87975" "-73.884655" "SRR1750033" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"147" "P01605" "183 St" "40.858407" "-73.903879" "SRR1750037" 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" "P01612" "167 St" "40.835537" "-73.9214" "SRR1750044" 0 0 0.4 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
